ID,OneHotEncoder,LetterComposition
600,[0 0 0 ... 0 0 0],"[0.0804998  0.         0.02335109 0.05038918 0.05858255 0.02683327
 0.05591971 0.03011061 0.04383449 0.         0.04547317 0.12884064
 0.02109791 0.03748464 0.         0.05551004 0.04895535 0.03953298
 0.10262188 0.05899222 0.06472757 0.00983204 0.0174109  0.        ]"
601,[0 0 0 ... 0 0 1],"[0.08064847 0.         0.02339421 0.05027704 0.05848553 0.02667761
 0.05581777 0.03016622 0.04391545 0.         0.04535194 0.12887338
 0.02113688 0.03755387 0.         0.05561256 0.04904576 0.03919557
 0.10281141 0.05889596 0.06484712 0.00985019 0.01744305 0.        ]"
602,[0 0 0 ... 0 0 1],"[0.08054243 0.         0.02342305 0.05033902 0.05855763 0.0267105
 0.05568112 0.02999795 0.04396959 0.         0.04540785 0.12903226
 0.02116293 0.03760016 0.         0.05547565 0.04910623 0.03924389
 0.10273269 0.05896856 0.06472159 0.00986234 0.01746456 0.        ]"
603,[0 0 0 ... 0 0 1],"[0.08358209 0.         0.00895522 0.04477612 0.06567164 0.02985075
 0.07761194 0.02089552 0.0119403  0.         0.03880597 0.14029851
 0.0119403  0.01492537 0.         0.10149254 0.05671642 0.07761194
 0.04179104 0.04477612 0.08955224 0.02089552 0.01791045 0.        ]"
604,[0 0 0 ... 0 0 1],"[0.08888889 0.         0.01269841 0.04444444 0.06031746 0.03174603
 0.07936508 0.01904762 0.00952381 0.         0.03174603 0.14285714
 0.00952381 0.01587302 0.         0.1015873  0.05396825 0.07619048
 0.04444444 0.04761905 0.09206349 0.01904762 0.01904762 0.        ]"
605,[0 0 0 ... 0 0 1],"[0.10194175 0.         0.00485437 0.05339806 0.06796117 0.02427184
 0.09708738 0.01456311 0.03398058 0.         0.0776699  0.08252427
 0.02427184 0.05825243 0.         0.05339806 0.0631068  0.06796117
 0.04854369 0.0776699  0.04854369 0.         0.         0.        ]"
606,[0 0 0 ... 0 0 1],"[0.09876543 0.         0.         0.0617284  0.07407407 0.0308642
 0.0617284  0.01851852 0.04320988 0.         0.09876543 0.09876543
 0.02469136 0.07407407 0.         0.0308642  0.05555556 0.03703704
 0.04938272 0.08024691 0.0617284  0.         0.         0.        ]"
607,[0 0 0 ... 0 0 1],"[0.06828194 0.         0.01982379 0.05066079 0.05066079 0.04845815
 0.05286344 0.03744493 0.04625551 0.         0.05066079 0.08810573
 0.02202643 0.06387665 0.         0.04845815 0.04185022 0.07268722
 0.08370044 0.04405286 0.06167401 0.01321586 0.03524229 0.        ]"
608,[0 0 0 ... 0 0 1],"[0.05995204 0.         0.01678657 0.05035971 0.05035971 0.04796163
 0.05275779 0.03597122 0.04316547 0.         0.05515588 0.0911271
 0.02158273 0.06235012 0.         0.04796163 0.04316547 0.07913669
 0.08872902 0.04316547 0.0647482  0.01199041 0.03357314 0.        ]"
609,[0 0 0 ... 0 0 1],"[0.07079646 0.         0.01769912 0.05309735 0.04646018 0.04867257
 0.05752212 0.04646018 0.04424779 0.         0.05309735 0.08849558
 0.02212389 0.05973451 0.         0.05530973 0.03982301 0.06858407
 0.07300885 0.0420354  0.0619469  0.01548673 0.03539823 0.        ]"
610,[0 0 0 ... 0 0 1],"[0.07048458 0.         0.01762115 0.05286344 0.04845815 0.04845815
 0.05726872 0.04625551 0.04405286 0.         0.05286344 0.08810573
 0.02202643 0.05947137 0.         0.05506608 0.03964758 0.06828194
 0.07488987 0.04185022 0.06167401 0.0154185  0.03524229 0.        ]"
611,[0 0 0 ... 0 0 1],"[0.08258258 0.         0.01351351 0.07357357 0.03753754 0.03153153
 0.09009009 0.03603604 0.04504505 0.         0.03153153 0.07807808
 0.01201201 0.04654655 0.         0.06156156 0.03903904 0.06906907
 0.06756757 0.06306306 0.06606607 0.02252252 0.03303303 0.        ]"
612,[0 0 0 ... 0 0 1],"[0.07755102 0.         0.0122449  0.06802721 0.03537415 0.02993197
 0.08027211 0.03673469 0.04353741 0.         0.03401361 0.0707483
 0.0122449  0.04217687 0.         0.06802721 0.05306122 0.07891156
 0.06938776 0.05986395 0.06938776 0.02721088 0.03129252 0.        ]"
613,[0 0 0 ... 0 0 1],"[0.08713137 0.         0.01474531 0.07104558 0.04691689 0.02412869
 0.08176944 0.03217158 0.05093834 0.         0.03217158 0.08042895
 0.01474531 0.04155496 0.         0.0616622  0.04155496 0.06836461
 0.07104558 0.05898123 0.06970509 0.02010724 0.0308311  0.        ]"
614,[0 0 0 ... 0 0 1],"[0.07821229 0.         0.01256983 0.07122905 0.0377095  0.03351955
 0.08938547 0.03351955 0.04469274 0.         0.03631285 0.07681564
 0.01396648 0.05027933 0.         0.06145251 0.03910615 0.06564246
 0.07122905 0.06424581 0.06284916 0.02374302 0.03351955 0.        ]"
615,[0 0 0 ... 0 0 1],"[0.08482143 0.         0.01339286 0.07291667 0.03720238 0.02827381
 0.08482143 0.03571429 0.04613095 0.         0.0327381  0.07738095
 0.01190476 0.04613095 0.         0.0625     0.04166667 0.07142857
 0.06994048 0.0610119  0.06547619 0.02232143 0.03422619 0.        ]"
616,[0 0 0 ... 0 0 1],"[0.07749469 0.         0.04352442 0.07643312 0.04458599 0.02547771
 0.08598726 0.0329087  0.04352442 0.         0.04352442 0.07324841
 0.01273885 0.04564756 0.         0.05838641 0.03397028 0.05095541
 0.07749469 0.06050955 0.06050955 0.01910828 0.03397028 0.        ]"
617,[0 0 0 ... 0 0 1],"[0.08507463 0.         0.01343284 0.07313433 0.03731343 0.02686567
 0.08507463 0.03731343 0.05074627 0.         0.03134328 0.08059701
 0.0119403  0.04776119 0.         0.06119403 0.03880597 0.06716418
 0.06716418 0.06268657 0.06716418 0.02238806 0.03283582 0.        ]"
618,[0 0 0 ... 0 0 1],"[0.07945205 0.         0.01369863 0.06986301 0.04520548 0.03287671
 0.07945205 0.04109589 0.04931507 0.         0.03150685 0.07945205
 0.0109589  0.04657534 0.         0.05753425 0.03972603 0.06849315
 0.07260274 0.06027397 0.06575342 0.02465753 0.03150685 0.        ]"
619,[0 0 0 ... 0 0 1],"[0.07738815 0.         0.03143894 0.07738815 0.04111245 0.0362757
 0.08222491 0.0362757  0.03990326 0.         0.04232164 0.07859734
 0.0120919  0.0471584  0.         0.05804111 0.03385732 0.05683192
 0.07255139 0.06287787 0.06287787 0.01813785 0.03264813 0.        ]"
620,[0 0 0 ... 0 0 1],"[0.07872928 0.         0.01243094 0.06767956 0.0359116  0.03038674
 0.07872928 0.03729282 0.04696133 0.         0.02900552 0.08425414
 0.01104972 0.04834254 0.         0.07044199 0.04281768 0.07044199
 0.07596685 0.0621547  0.05939227 0.02071823 0.03729282 0.        ]"
621,[0 0 0 ... 0 0 1],"[0.07098765 0.         0.00925926 0.03395062 0.05555556 0.03703704
 0.04938272 0.02469136 0.03703704 0.         0.04320988 0.09876543
 0.0154321  0.03395062 0.         0.08333333 0.04938272 0.10493827
 0.0617284  0.0617284  0.08024691 0.02469136 0.02469136 0.        ]"
622,[0 0 0 ... 0 0 1],"[0.06622517 0.         0.01324503 0.03642384 0.05298013 0.0397351
 0.05629139 0.02317881 0.04966887 0.         0.02980132 0.09602649
 0.01986755 0.02649007 0.         0.08940397 0.04635762 0.1192053
 0.06622517 0.04635762 0.06953642 0.02980132 0.02317881 0.        ]"
623,[0 0 0 ... 0 0 1],"[0.08490566 0.         0.03459119 0.05974843 0.05031447 0.03773585
 0.05660377 0.02201258 0.04716981 0.         0.05031447 0.12893082
 0.01886792 0.0408805  0.         0.04716981 0.0408805  0.06603774
 0.08805031 0.03144654 0.04402516 0.01886792 0.03144654 0.        ]"
624,[0 0 0 ... 0 0 1],"[0.06923077 0.         0.03461538 0.06923077 0.05       0.04230769
 0.05       0.02307692 0.05384615 0.         0.06153846 0.09230769
 0.02307692 0.05       0.         0.05384615 0.03846154 0.05
 0.09615385 0.03461538 0.05384615 0.01923077 0.03461538 0.        ]"
625,[0 0 0 ... 0 0 1],"[0.0515873  0.         0.02777778 0.04365079 0.07142857 0.03571429
 0.03968254 0.03968254 0.03968254 0.         0.0952381  0.06349206
 0.02380952 0.05555556 0.         0.1031746  0.02380952 0.05555556
 0.06349206 0.03174603 0.07142857 0.01984127 0.04365079 0.        ]"
626,[0 0 0 ... 0 0 1],"[0.05067568 0.         0.03040541 0.05067568 0.06418919 0.03378378
 0.03716216 0.03378378 0.04054054 0.         0.08445946 0.06756757
 0.02364865 0.0472973  0.         0.11824324 0.02364865 0.06418919
 0.06756757 0.03040541 0.06756757 0.02364865 0.04054054 0.        ]"
627,[0 0 0 ... 0 0 1],"[0.08549223 0.         0.02590674 0.03238342 0.07253886 0.01554404
 0.08290155 0.02590674 0.01295337 0.         0.04274611 0.09455959
 0.01813472 0.02590674 0.         0.13989637 0.03756477 0.08937824
 0.0880829  0.04145078 0.03756477 0.00906736 0.02202073 0.        ]"
628,[0 0 0 ... 0 0 1],"[0.08582575 0.         0.0260078  0.03250975 0.07282185 0.01560468
 0.08322497 0.0260078  0.0130039  0.         0.04291287 0.09362809
 0.01820546 0.0260078  0.         0.13914174 0.03641092 0.08972692
 0.08842653 0.04161248 0.03771131 0.00910273 0.02210663 0.        ]"
629,[0 0 0 ... 0 0 1],"[0.06850426 0.         0.01540332 0.05431698 0.1264694  0.01661938
 0.04985813 0.01824078 0.0320227  0.         0.0672882  0.05958654
 0.02067288 0.03810296 0.         0.07782732 0.05391163 0.05391163
 0.10985002 0.06607215 0.06201865 0.00324281 0.00608026 0.        ]"
630,[0 0 0 ... 0 0 1],"[0.06798867 0.         0.01659247 0.05301497 0.1242412  0.01659247
 0.04937272 0.01942533 0.03318495 0.         0.06717928 0.06110886
 0.0218535  0.03804128 0.         0.07648725 0.05382436 0.05463375
 0.1092675  0.0655605  0.06110886 0.00364225 0.00687981 0.        ]"
631,[0 0 0 ... 0 0 1],"[0.10294118 0.         0.         0.05392157 0.06862745 0.0245098
 0.09313725 0.01470588 0.03431373 0.         0.07843137 0.08823529
 0.0245098  0.05882353 0.         0.04411765 0.05392157 0.06862745
 0.05882353 0.07843137 0.04901961 0.00490196 0.         0.        ]"
632,[0 0 0 ... 0 0 1],"[0.09876543 0.         0.         0.0617284  0.07407407 0.0308642
 0.0617284  0.01851852 0.04320988 0.         0.09876543 0.09876543
 0.02469136 0.07407407 0.         0.0308642  0.05555556 0.03703704
 0.04938272 0.08024691 0.0617284  0.         0.         0.        ]"
633,[0 0 0 ... 0 0 1],"[0.06711409 0.         0.01342282 0.04697987 0.0738255  0.03355705
 0.04697987 0.02013423 0.03355705 0.         0.06040268 0.08724832
 0.04026846 0.03355705 0.         0.05369128 0.05369128 0.05369128
 0.12080537 0.04697987 0.08053691 0.00671141 0.02684564 0.        ]"
634,[0 0 0 ... 0 0 1],"[0.05847953 0.         0.02339181 0.04093567 0.07017544 0.04093567
 0.04093567 0.02339181 0.04093567 0.         0.05263158 0.08187135
 0.04093567 0.02923977 0.         0.05847953 0.05263158 0.04678363
 0.14619883 0.04093567 0.08187135 0.00584795 0.02339181 0.        ]"
635,[0 0 0 ... 0 0 1],"[0.0745098  0.         0.00980392 0.05686275 0.04117647 0.06078431
 0.09411765 0.02156863 0.04509804 0.         0.06078431 0.09019608
 0.01568627 0.06862745 0.         0.05294118 0.02352941 0.04901961
 0.06862745 0.04117647 0.04313725 0.02352941 0.05882353 0.        ]"
636,[0 0 0 ... 0 0 1],"[0.06393862 0.         0.01278772 0.05882353 0.04092072 0.06393862
 0.08439898 0.02046036 0.04603581 0.         0.06905371 0.09462916
 0.01023018 0.08184143 0.         0.0511509  0.02557545 0.04603581
 0.05882353 0.04092072 0.04347826 0.02557545 0.06138107 0.        ]"
637,[0 0 0 ... 0 0 1],"[0.08934708 0.         0.01030928 0.06872852 0.04123711 0.04810997
 0.08934708 0.04810997 0.03780069 0.         0.07216495 0.11340206
 0.02061856 0.02405498 0.         0.05841924 0.02405498 0.06185567
 0.04123711 0.03092784 0.07216495 0.01718213 0.03092784 0.        ]"
638,[0 0 0 ... 0 0 1],"[0.0729927  0.         0.01094891 0.0729927  0.04379562 0.05109489
 0.0729927  0.05474453 0.03649635 0.         0.0729927  0.11313869
 0.02189781 0.02919708 0.         0.05839416 0.02554745 0.05474453
 0.05839416 0.03284672 0.0620438  0.01824818 0.03649635 0.        ]"
639,[0 0 0 ... 0 0 1],"[0.04755245 0.         0.01818182 0.06573427 0.06573427 0.04055944
 0.06013986 0.02657343 0.06993007 0.         0.07272727 0.1048951
 0.01678322 0.04195804 0.         0.03776224 0.05174825 0.03636364
 0.07552448 0.05734266 0.07132867 0.0041958  0.03496503 0.        ]"
640,[0 0 0 ... 0 0 1],"[0.04613095 0.         0.01934524 0.0625     0.06845238 0.03571429
 0.0625     0.02827381 0.06845238 0.         0.06994048 0.10267857
 0.01636905 0.04166667 0.         0.03869048 0.05357143 0.03869048
 0.07738095 0.05654762 0.07291667 0.00446429 0.03571429 0.        ]"
641,[0 0 0 ... 0 0 1],"[0.04055944 0.         0.01958042 0.06433566 0.06853147 0.04195804
 0.06433566 0.02097902 0.06013986 0.         0.07132867 0.10629371
 0.01538462 0.03916084 0.         0.03776224 0.05454545 0.03916084
 0.07552448 0.06573427 0.07552448 0.0041958  0.03496503 0.        ]"
642,[0 0 0 ... 0 0 1],"[0.04055944 0.         0.01958042 0.06433566 0.06853147 0.04195804
 0.06433566 0.02097902 0.06013986 0.         0.07132867 0.10629371
 0.01678322 0.03916084 0.         0.03636364 0.05454545 0.03916084
 0.07552448 0.06573427 0.07552448 0.0041958  0.03496503 0.        ]"
643,[0 0 0 ... 0 0 1],"[0.04968944 0.         0.00621118 0.0310559  0.03726708 0.07453416
 0.07453416 0.00621118 0.0621118  0.         0.08074534 0.0931677
 0.02484472 0.02484472 0.         0.02484472 0.05590062 0.05590062
 0.06832298 0.0931677  0.0931677  0.01242236 0.0310559  0.        ]"
644,[0 0 0 ... 0 0 1],"[0.04692082 0.         0.00879765 0.06744868 0.06451613 0.04692082
 0.05865103 0.01759531 0.06451613 0.         0.05278592 0.1085044
 0.02052786 0.05571848 0.         0.02932551 0.04985337 0.05571848
 0.08211144 0.04985337 0.07624633 0.01466276 0.02932551 0.        ]"
645,[0 0 0 ... 0 0 1],"[0.046875 0.       0.009375 0.06875  0.065625 0.046875 0.059375 0.01875
 0.059375 0.       0.05     0.109375 0.021875 0.059375 0.       0.03125
 0.046875 0.053125 0.075    0.053125 0.078125 0.015625 0.03125  0.      ]"
646,[0 0 0 ... 0 0 1],"[0.08205128 0.         0.02692308 0.03205128 0.07051282 0.01410256
 0.08589744 0.02820513 0.00769231 0.         0.04487179 0.09615385
 0.01666667 0.02179487 0.         0.14358974 0.03461538 0.08717949
 0.08846154 0.04102564 0.04358974 0.01153846 0.02307692 0.        ]"
647,[0 0 0 ... 0 0 1],"[0.08215661 0.         0.02695764 0.03209243 0.06931964 0.01412067
 0.0860077  0.02824134 0.00770218 0.         0.0449294  0.09627728
 0.01668806 0.02182285 0.         0.14377407 0.03465982 0.0872914
 0.0885751  0.04107831 0.0436457  0.01155327 0.02310655 0.        ]"
648,[0 0 0 ... 0 0 1],"[0.08236808 0.         0.02702703 0.03217503 0.07078507 0.01415701
 0.08622909 0.02831403 0.00772201 0.         0.04504505 0.0952381
 0.01673102 0.02187902 0.         0.14285714 0.03346203 0.08751609
 0.08880309 0.04118404 0.04375804 0.01158301 0.02316602 0.        ]"
649,[0 0 0 ... 0 0 1],"[0.09060403 0.         0.04362416 0.04697987 0.08724832 0.03691275
 0.09060403 0.03020134 0.01006711 0.         0.02348993 0.09060403
 0.00671141 0.         0.         0.10067114 0.05033557 0.07718121
 0.0704698  0.03691275 0.06375839 0.03355705 0.01006711 0.        ]"
650,[0 0 0 ... 0 0 1],"[0.08571429 0.         0.04642857 0.05       0.08571429 0.03928571
 0.08928571 0.03214286 0.01071429 0.         0.025      0.09285714
 0.00714286 0.         0.         0.09642857 0.05       0.07857143
 0.07142857 0.03928571 0.06071429 0.02857143 0.01071429 0.        ]"
651,[0 0 0 ... 0 0 1],"[0.09243697 0.         0.00840336 0.03361345 0.1092437  0.01680672
 0.03361345 0.03361345 0.02521008 0.         0.05882353 0.07563025
 0.03361345 0.02521008 0.         0.06722689 0.06722689 0.05042017
 0.1092437  0.02521008 0.08403361 0.00840336 0.04201681 0.        ]"
652,[0 0 0 ... 0 0 1],"[0.09174312 0.         0.00917431 0.03669725 0.10091743 0.01834862
 0.03669725 0.03669725 0.02752294 0.         0.06422018 0.08256881
 0.03669725 0.02752294 0.         0.02752294 0.0733945  0.06422018
 0.09174312 0.02752294 0.09174312 0.00917431 0.04587156 0.        ]"
653,[0 0 0 ... 0 0 1],"[0.06287425 0.         0.00598802 0.05389222 0.05688623 0.02694611
 0.0508982  0.02994012 0.03293413 0.         0.03892216 0.11077844
 0.01796407 0.03592814 0.         0.08383234 0.02095808 0.0988024
 0.04191617 0.07784431 0.09580838 0.0239521  0.03293413 0.        ]"
654,[0 0 0 ... 0 0 1],"[0.06340058 0.         0.00576369 0.0518732  0.06340058 0.0259366
 0.0518732  0.02881844 0.03170029 0.         0.03746398 0.11239193
 0.02017291 0.03746398 0.         0.08357349 0.02305476 0.09510086
 0.04034582 0.07492795 0.09510086 0.0259366  0.03170029 0.        ]"
655,[0 0 0 ... 0 0 1],"[0.04741379 0.         0.01724138 0.06896552 0.11637931 0.01293103
 0.02155172 0.02586207 0.04741379 0.         0.10344828 0.11637931
 0.01724138 0.05172414 0.         0.02155172 0.05603448 0.06034483
 0.0862069  0.03017241 0.06896552 0.00862069 0.02155172 0.        ]"
656,[0 0 0 ... 0 0 1],"[0.12992126 0.         0.00787402 0.02362205 0.08661417 0.03149606
 0.1023622  0.01968504 0.01968504 0.         0.08267717 0.11417323
 0.01574803 0.00787402 0.         0.1023622  0.04724409 0.07086614
 0.05511811 0.03543307 0.02755906 0.00787402 0.01181102 0.        ]"
657,[0 0 0 ... 0 0 1],"[0.04 0.   0.   0.05 0.11 0.01 0.07 0.   0.03 0.   0.13 0.09 0.02 0.02
 0.   0.08 0.07 0.08 0.08 0.05 0.03 0.02 0.02 0.  ]"
658,[0 0 0 ... 0 0 1],"[0.07198444 0.         0.01361868 0.06809339 0.05252918 0.05447471
 0.08949416 0.02529183 0.05836576 0.         0.05642023 0.08754864
 0.01750973 0.04669261 0.         0.04085603 0.02140078 0.05058366
 0.06031128 0.04669261 0.05836576 0.01750973 0.06225681 0.        ]"
659,[0 0 0 ... 0 0 1],"[0.07157058 0.         0.0139165  0.06759443 0.05367793 0.055666
 0.08946322 0.02584493 0.05765408 0.         0.055666   0.08548708
 0.01789264 0.04771372 0.         0.03976143 0.02186879 0.05168986
 0.05964215 0.04771372 0.05964215 0.01590457 0.06163022 0.        ]"
660,[0 0 0 ... 0 0 1],"[0.03515625 0.         0.0078125  0.046875   0.0234375  0.015625
 0.12890625 0.01953125 0.07421875 0.         0.03125    0.2265625
 0.01171875 0.046875   0.         0.0703125  0.046875   0.01953125
 0.046875   0.0546875  0.0859375  0.         0.0078125  0.        ]"
661,[0 0 0 ... 0 0 1],"[0.03305785 0.         0.00826446 0.04545455 0.02479339 0.01239669
 0.12809917 0.02066116 0.0785124  0.         0.03305785 0.23140496
 0.00826446 0.04958678 0.         0.0661157  0.04132231 0.02066116
 0.04958678 0.05371901 0.08677686 0.         0.00826446 0.        ]"
662,[0 0 0 ... 0 0 1],"[0.03587444 0.         0.03587444 0.04932735 0.07174888 0.04484305
 0.04035874 0.03587444 0.05381166 0.         0.08071749 0.06278027
 0.01793722 0.04484305 0.         0.05381166 0.04932735 0.06726457
 0.0896861  0.04035874 0.07174888 0.02242152 0.03139013 0.        ]"
663,[0 0 0 ... 0 0 1],"[0.05988024 0.         0.00598802 0.05389222 0.05688623 0.02694611
 0.0508982  0.02694611 0.03293413 0.         0.03892216 0.11077844
 0.01497006 0.03592814 0.         0.08383234 0.02095808 0.10179641
 0.04191617 0.08383234 0.09580838 0.0239521  0.03293413 0.        ]"
664,[0 0 0 ... 0 0 1],"[0.06051873 0.         0.00576369 0.0518732  0.06340058 0.0259366
 0.0518732  0.0259366  0.03170029 0.         0.03746398 0.10951009
 0.01729107 0.03746398 0.         0.08645533 0.02305476 0.09798271
 0.04034582 0.08069164 0.09510086 0.0259366  0.03170029 0.        ]"
665,[0 0 0 ... 0 0 1],"[0.06308411 0.         0.02453271 0.04088785 0.05140187 0.04672897
 0.09813084 0.03037383 0.05023364 0.         0.04906542 0.07476636
 0.02219626 0.04672897 0.         0.05490654 0.04088785 0.03971963
 0.07126168 0.06542056 0.06074766 0.02803738 0.04088785 0.        ]"
666,[0 0 0 ... 0 0 1],"[0.06315789 0.         0.0245614  0.04093567 0.05146199 0.04678363
 0.09824561 0.03040936 0.0502924  0.         0.04795322 0.0748538
 0.02222222 0.04678363 0.         0.05497076 0.04093567 0.03976608
 0.07134503 0.06549708 0.06081871 0.02807018 0.04093567 0.        ]"
667,[0 0 0 ... 0 0 1],"[0.05671642 0.         0.05671642 0.05671642 0.07462687 0.03880597
 0.05373134 0.03283582 0.05373134 0.         0.10149254 0.10149254
 0.01791045 0.03283582 0.         0.0358209  0.0358209  0.05373134
 0.05671642 0.04477612 0.05074627 0.01492537 0.02985075 0.        ]"
